,oid,class_original,class_hierachical
5434,ZTF18acptqbg,QSO,Stochastic
5435,ZTF18acpwmve,QSO,Stochastic
5436,ZTF18acqozjx,E,Periodic
5437,ZTF18acqtbqa,E,Periodic
5438,ZTF18acqvgbm,E,Periodic
5439,ZTF18acqxoqt,E,Periodic
5440,ZTF18acrczhm,E,Periodic
5441,ZTF18acruihc,E,Periodic
5442,ZTF18acrvtdo,E,Periodic
5443,ZTF18acryhju,E,Periodic
5444,ZTF18acsouwz,QSO,Stochastic
5445,ZTF18actpmzk,LPV,Periodic
5446,ZTF18actwwsq,RRL,Periodic
5447,ZTF18acubvhr,Blazar,Stochastic
5448,ZTF18acuffex,E,Periodic
5449,ZTF18acusunk,RRL,Periodic
5450,ZTF18acutgbh,E,Periodic
5451,ZTF18acvbifn,E,Periodic
5452,ZTF18acvekza,LPV,Periodic
5453,ZTF18acvgqjh,QSO,Stochastic
5454,ZTF18acvgxfv,QSO,Stochastic
5455,ZTF18acvgzkq,RRL,Periodic
5456,ZTF18acvhrua,QSO,Stochastic
5457,ZTF18acvvsra,E,Periodic
5458,ZTF18acvwabj,QSO,Stochastic
5459,ZTF18acwedmj,LPV,Periodic
5460,ZTF18acwvluq,E,Periodic
5461,ZTF18acwyjrd,E,Periodic
5462,ZTF18acxbzka,QSO,Stochastic
5463,ZTF18acyvfwv,E,Periodic
5464,ZTF18acyvhhi,RRL,Periodic
5465,ZTF18aczeroh,RRL,Periodic
5466,ZTF18aczerro,QSO,Stochastic
5467,ZTF18aczexkf,QSO,Stochastic
5468,ZTF18aczexko,AGN,Stochastic
5469,ZTF18adacffs,RRL,Periodic
5470,ZTF18adaivnc,E,Periodic
5471,ZTF18adathvo,E,Periodic
5472,ZTF18adaucmj,E,Periodic
5473,ZTF18adbcnhw,E,Periodic
5474,ZTF18adbgwmf,E,Periodic
5475,ZTF18adblvla,E,Periodic
5476,ZTF18adcdcrd,SNIa,Transient
5477,ZTF19aaaakkn,QSO,Stochastic
5478,ZTF19aaafkmf,AGN,Stochastic
5479,ZTF19aaaflbr,QSO,Stochastic
5480,ZTF19aaafnst,QSO,Stochastic
5481,ZTF19aaafoiw,RRL,Periodic
5482,ZTF19aaafqlq,RRL,Periodic
5483,ZTF19aaaonra,RRL,Periodic
5484,ZTF19aaapmmu,QSO,Stochastic
5485,ZTF19aaaqhea,QSO,Stochastic
5486,ZTF19aabzwgj,E,Periodic
5487,ZTF19aabzxpe,RRL,Periodic
5488,ZTF19aacqeai,SNIa,Transient
5489,ZTF19aacznsx,QSO,Stochastic
5490,ZTF19aadaafc,QSO,Stochastic
5491,ZTF19aadfrse,RRL,Periodic
5492,ZTF19aadgzuy,QSO,Stochastic
5493,ZTF19aadoinz,RRL,Periodic
5494,ZTF19aaedyum,E,Periodic
5495,ZTF19aaeqpmk,RRL,Periodic
5496,ZTF19aafloqw,AGN,Stochastic
5497,ZTF19aafntvq,LPV,Periodic
5498,ZTF19aalcctb,QSO,Stochastic
5499,ZTF19aamllhn,E,Periodic
5500,ZTF19aamqrrp,RRL,Periodic
5501,ZTF19aamrhhd,AGN,Stochastic
5502,ZTF19aamwguz,E,Periodic
5503,ZTF19aanjqta,RRL,Periodic
5504,ZTF19aanldjc,E,Periodic
5505,ZTF19aanobcz,RRL,Periodic
5506,ZTF19aanyncd,RRL,Periodic
5507,ZTF19aaobtjj,QSO,Stochastic
5508,ZTF19aaocjig,RRL,Periodic
5509,ZTF19aaokkbw,QSO,Stochastic
5510,ZTF19aaoyewf,QSO,Stochastic
5511,ZTF19aaoympw,QSO,Stochastic
5512,ZTF19aaprosm,LPV,Periodic
5513,ZTF19aapsawm,E,Periodic
5514,ZTF19aapypfk,QSO,Stochastic
5515,ZTF19aaqrqij,LPV,Periodic
5516,ZTF19aardoog,RRL,Periodic
5517,ZTF19aarnpxj,QSO,Stochastic
5518,ZTF19aasbpzn,QSO,Stochastic
5519,ZTF19aasbtos,QSO,Stochastic
5520,ZTF19aasbwpg,QSO,Stochastic
5521,ZTF19aascfks,QSO,Stochastic
5522,ZTF19aascqtv,QSO,Stochastic
5523,ZTF19aasdvfs,QSO,Stochastic
5524,ZTF19aasejrc,QSO,Stochastic
5525,ZTF19aasfewk,QSO,Stochastic
5526,ZTF19aasgosl,RRL,Periodic
5527,ZTF19aasgttp,LPV,Periodic
5528,ZTF19aasjxbr,QSO,Stochastic
5529,ZTF19aatsncq,LPV,Periodic
5530,ZTF19aatvagg,LPV,Periodic
5531,ZTF19aaucwsg,QSO,Stochastic
5532,ZTF19aaulein,QSO,Stochastic
5533,ZTF19aaxlgfy,Periodic-Other,Periodic
5534,ZTF19aaxljhn,RRL,Periodic
5535,ZTF19aaxlnaw,RRL,Periodic
5536,ZTF19aaxrlyp,RRL,Periodic
5537,ZTF19aaxroam,RRL,Periodic
5538,ZTF19aaxtwaj,LPV,Periodic
5539,ZTF19aaydprh,E,Periodic
5540,ZTF19aayefst,E,Periodic
5541,ZTF19aaylisb,RRL,Periodic
5542,ZTF19aaynrmm,QSO,Stochastic
5543,ZTF19aaysjfy,E,Periodic
5544,ZTF19aazhnfx,LPV,Periodic
5545,ZTF19aazrkqg,LPV,Periodic
5546,ZTF19abannjn,QSO,Stochastic
5547,ZTF19abbxyxq,Periodic-Other,Periodic
5548,ZTF19abbzcxl,RRL,Periodic
5549,ZTF19abdkion,QSO,Stochastic
5550,ZTF19abdqhlp,QSO,Stochastic
5551,ZTF19abeghyf,RRL,Periodic
5552,ZTF19abisajb,QSO,Stochastic
5553,ZTF19abiszzb,AGN,Stochastic
5554,ZTF19abjoycz,QSO,Stochastic
5555,ZTF19ablgjei,RRL,Periodic
5556,ZTF19ablkpas,E,Periodic
5557,ZTF19abnrwbm,QSO,Stochastic
5558,ZTF19abqgsnw,LPV,Periodic
5559,ZTF19abulnri,AGN,Stochastic
5560,ZTF19abvvnhr,QSO,Stochastic
5561,ZTF19abxshdw,E,Periodic
5562,ZTF19abxwrfb,CV/Nova,Stochastic
5563,ZTF19abzmqga,QSO,Stochastic
5564,ZTF19acbvtaf,QSO,Stochastic
5565,ZTF19aceckki,QSO,Stochastic
5566,ZTF19acqdgfh,QSO,Stochastic
5567,ZTF19acxptgw,QSO,Stochastic
5568,ZTF19adaixca,QSO,Stochastic
5569,ZTF19adcecik,QSO,Stochastic
5570,ZTF19adcffgz,QSO,Stochastic
5571,ZTF19adcfrpo,QSO,Stochastic
5572,ZTF19adcftej,QSO,Stochastic
5573,ZTF20aacxciv,QSO,Stochastic
5574,ZTF20aadwgcd,AGN,Stochastic
5575,ZTF20aadyjbi,QSO,Stochastic
5576,ZTF20aadymxt,QSO,Stochastic
5577,ZTF20aaeniob,QSO,Stochastic
5578,ZTF20aahgxqw,QSO,Stochastic
5579,ZTF20aajjznd,QSO,Stochastic
5580,ZTF20aajlmhq,QSO,Stochastic
5581,ZTF20aajwaht,QSO,Stochastic
5582,ZTF20aajxbdh,QSO,Stochastic
5583,ZTF20aanadlu,SNIa,Transient
5584,ZTF20aapcmne,QSO,Stochastic
5585,ZTF20aartcyk,QSO,Stochastic
5586,ZTF20aattrpd,QSO,Stochastic
5587,ZTF20aauooxh,AGN,Stochastic
5588,ZTF20aavzmay,QSO,Stochastic
5589,ZTF20aawwhua,QSO,Stochastic
5590,ZTF20aazquhc,SNIa,Transient
5591,ZTF20aazrukh,QSO,Stochastic
5592,ZTF17aaaabrl,E,Periodic
5593,ZTF17aaadpgo,RRL,Periodic
5594,ZTF17aaadzhk,E,Periodic
5595,ZTF17aaaeoel,LPV,Periodic
5596,ZTF17aaaiocl,RRL,Periodic
5597,ZTF17aaajnli,RRL,Periodic
5598,ZTF17aaakuhr,CV/Nova,Stochastic
5599,ZTF17aaaotcv,E,Periodic
5600,ZTF17aaapmmm,RRL,Periodic
5601,ZTF17aaarssw,RRL,Periodic
5602,ZTF17aaaskqw,E,Periodic
5603,ZTF17aaaslna,E,Periodic
5604,ZTF17aaasnzj,E,Periodic
5605,ZTF17aaaweov,RRL,Periodic
5606,ZTF17aaawfrl,LPV,Periodic
5607,ZTF17aabeamo,E,Periodic
5608,ZTF17aabjthx,E,Periodic
5609,ZTF17aabotum,RRL,Periodic
5610,ZTF17aabpsou,E,Periodic
5611,ZTF17aabtfzn,E,Periodic
5612,ZTF17aabtiom,RRL,Periodic
5613,ZTF17aabufic,LPV,Periodic
5614,ZTF17aabultb,E,Periodic
5615,ZTF17aabutke,E,Periodic
5616,ZTF17aabveeq,RRL,Periodic
5617,ZTF17aabvfyb,RRL,Periodic
5618,ZTF17aabwgil,E,Periodic
5619,ZTF17aabwgkd,E,Periodic
5620,ZTF17aabwmza,RRL,Periodic
5621,ZTF17aabwogr,RRL,Periodic
5622,ZTF17aabwtpi,RRL,Periodic
5623,ZTF17aabwxji,RRL,Periodic
5624,ZTF17aabxivp,RRL,Periodic
5625,ZTF17aabxjkm,RRL,Periodic
5626,ZTF17aabxqnu,RRL,Periodic
5627,ZTF17aackjiy,RRL,Periodic
5628,ZTF17aaclidn,RRL,Periodic
5629,ZTF17aacsjbj,E,Periodic
5630,ZTF17aadimky,E,Periodic
5631,ZTF17aadsabj,E,Periodic
5632,ZTF17aadsoer,E,Periodic
5633,ZTF18aaaazja,E,Periodic
5634,ZTF18aaackyc,RRL,Periodic
5635,ZTF18aaacwzu,E,Periodic
5636,ZTF18aaadnep,E,Periodic
5637,ZTF18aaadreq,E,Periodic
5638,ZTF18aaadseh,E,Periodic
5639,ZTF18aaaeybe,E,Periodic
5640,ZTF18aaafjuo,E,Periodic
5641,ZTF18aaahouv,E,Periodic
5642,ZTF18aaaldxg,RRL,Periodic
5643,ZTF18aaamcuo,RRL,Periodic
5644,ZTF18aaaqpdf,E,Periodic
5645,ZTF18aaayhsm,E,Periodic
5646,ZTF18aabassa,E,Periodic
5647,ZTF18aabeyhj,E,Periodic
5648,ZTF18aabeyip,RRL,Periodic
5649,ZTF18aabezhm,E,Periodic
5650,ZTF18aabezyf,E,Periodic
5651,ZTF18aabftid,E,Periodic
5652,ZTF18aabfyqw,LPV,Periodic
5653,ZTF18aabgdhu,E,Periodic
5654,ZTF18aabgxer,E,Periodic
5655,ZTF18aabisfa,CV/Nova,Stochastic
5656,ZTF18aabjyvu,E,Periodic
5657,ZTF18aabkbor,E,Periodic
5658,ZTF18aabkume,RRL,Periodic
5659,ZTF18aabwpuh,RRL,Periodic
5660,ZTF18aadpqai,QSO,Stochastic
5661,ZTF18aaegryg,E,Periodic
5662,ZTF18aaeupve,QSO,Stochastic
5663,ZTF18aaewfcy,AGN,Stochastic
5664,ZTF18aagdtlc,E,Periodic
5665,ZTF18aagrcbp,RRL,Periodic
5666,ZTF18aagrgac,E,Periodic
5667,ZTF18aagsthn,E,Periodic
5668,ZTF18aahdssp,E,Periodic
5669,ZTF18aaiypus,E,Periodic
5670,ZTF18aajerix,E,Periodic
5671,ZTF18aajiils,QSO,Stochastic
5672,ZTF18aajilme,QSO,Stochastic
5673,ZTF18aajryxj,RRL,Periodic
5674,ZTF18aajtdiw,RRL,Periodic
5675,ZTF18aakzjhy,E,Periodic
5676,ZTF18aalkwhy,CV/Nova,Stochastic
5677,ZTF18aalurhf,E,Periodic
5678,ZTF18aanrmnd,E,Periodic
5679,ZTF18aapftff,RRL,Periodic
5680,ZTF18aaqgamb,DSCT,Periodic
5681,ZTF18aarfviy,AGN,Stochastic
5682,ZTF18aasnpxn,LPV,Periodic
5683,ZTF18aauesya,LPV,Periodic
5684,ZTF18aavedqn,LPV,Periodic
5685,ZTF18aavghnr,LPV,Periodic
5686,ZTF18aawacii,RRL,Periodic
5687,ZTF18aawqlob,E,Periodic
5688,ZTF18aaxatsh,LPV,Periodic
5689,ZTF18aaxcjgn,E,Periodic
5690,ZTF18aaxioxj,E,Periodic
5691,ZTF18aaxpugy,LPV,Periodic
5692,ZTF18aaxtdoi,QSO,Stochastic
5693,ZTF18aaxysft,LPV,Periodic
5694,ZTF18aaxyusb,RRL,Periodic
5695,ZTF18aaxzxmg,QSO,Stochastic
5696,ZTF18aayhrrw,LPV,Periodic
5697,ZTF18aayvcmz,LPV,Periodic
5698,ZTF18aaywnam,LPV,Periodic
5699,ZTF18aazhvax,AGN,Stochastic
5700,ZTF18aazmbcs,LPV,Periodic
5701,ZTF18aazmwmq,LPV,Periodic
5702,ZTF18abaaohp,RRL,Periodic
5703,ZTF18abadnca,E,Periodic
5704,ZTF18abaplzv,LPV,Periodic
5705,ZTF18abapxeh,LPV,Periodic
5706,ZTF18abapxly,RRL,Periodic
5707,ZTF18abavkfm,AGN,Stochastic
5708,ZTF18abbtkhb,QSO,Stochastic
5709,ZTF18abcjvwz,LPV,Periodic
5710,ZTF18abcllpv,RRL,Periodic
5711,ZTF18abclmkg,RRL,Periodic
5712,ZTF18abcpohy,RRL,Periodic
5713,ZTF18abcqzys,E,Periodic
5714,ZTF18abctcmy,RRL,Periodic
5715,ZTF18abctlpc,RRL,Periodic
5716,ZTF18abctvlh,E,Periodic
5717,ZTF18abcwcdk,LPV,Periodic
5718,ZTF18abcyplx,RRL,Periodic
5719,ZTF18abdcitc,LPV,Periodic
5720,ZTF18abdeayu,RRL,Periodic
5721,ZTF18abdegvu,E,Periodic
5722,ZTF18abdeuuf,E,Periodic
5723,ZTF18abdeuzx,LPV,Periodic
5724,ZTF18abdeyos,E,Periodic
5725,ZTF18abdfgze,E,Periodic
5726,ZTF18abdihqx,LPV,Periodic
5727,ZTF18abdimzf,QSO,Stochastic
5728,ZTF18abdrnhg,RRL,Periodic
5729,ZTF18abdrzop,RRL,Periodic
5730,ZTF18abegiwi,LPV,Periodic
5731,ZTF18abeixrr,RRL,Periodic
5732,ZTF18abeixsn,RRL,Periodic
5733,ZTF18abfxwuq,RRL,Periodic
5734,ZTF18abgcnlc,E,Periodic
5735,ZTF18abgcugd,QSO,Stochastic
5736,ZTF18abgdfhi,RRL,Periodic
5737,ZTF18abginco,RRL,Periodic
5738,ZTF18abgjuxh,LPV,Periodic
5739,ZTF18abgmhax,RRL,Periodic
5740,ZTF18abgrkxz,RRL,Periodic
5741,ZTF18abgthiy,LPV,Periodic
5742,ZTF18abgvazu,RRL,Periodic
5743,ZTF18abgwgcx,LPV,Periodic
5744,ZTF18abgxyfz,CV/Nova,Stochastic
5745,ZTF18abhbycq,RRL,Periodic
5746,ZTF18abhggxz,E,Periodic
5747,ZTF18abhxsqk,LPV,Periodic
5748,ZTF18abikbje,RRL,Periodic
5749,ZTF18abilvtc,E,Periodic
5750,ZTF18abinhge,RRL,Periodic
5751,ZTF18abjdmku,E,Periodic
5752,ZTF18abjgciy,LPV,Periodic
5753,ZTF18abjlsge,RRL,Periodic
5754,ZTF18abjlwxz,E,Periodic
5755,ZTF18abjuxwo,LPV,Periodic
5756,ZTF18abjwhcp,RRL,Periodic
5757,ZTF18abjzbce,Blazar,Stochastic
5758,ZTF18abjzdgb,QSO,Stochastic
5759,ZTF18abkhlqd,LPV,Periodic
5760,ZTF18abkwfjn,RRL,Periodic
5761,ZTF18ablqhdy,AGN,Stochastic
5762,ZTF18ablrmxm,E,Periodic
5763,ZTF18ablrqtq,LPV,Periodic
5764,ZTF18ablzxau,RRL,Periodic
5765,ZTF18abmehof,E,Periodic
5766,ZTF18abmeioy,RRL,Periodic
5767,ZTF18abmfuen,RRL,Periodic
5768,ZTF18abmidej,LPV,Periodic
5769,ZTF18abmjhul,LPV,Periodic
5770,ZTF18abmnwmw,RRL,Periodic
5771,ZTF18abmotzd,RRL,Periodic
5772,ZTF18abnjyxa,RRL,Periodic
5773,ZTF18abnmttf,RRL,Periodic
5774,ZTF18abnurda,E,Periodic
5775,ZTF18abnvtwq,E,Periodic
5776,ZTF18abnykus,E,Periodic
5777,ZTF18abobpgb,RRL,Periodic
5778,ZTF18abodxgt,E,Periodic
5779,ZTF18abojuku,RRL,Periodic
5780,ZTF18abospdb,RRL,Periodic
5781,ZTF18abotezp,E,Periodic
5782,ZTF18abotfhm,E,Periodic
5783,ZTF18abqcsdx,LPV,Periodic
5784,ZTF18abqerrm,LPV,Periodic
5785,ZTF18abrpeul,LPV,Periodic
5786,ZTF18abscszs,E,Periodic
5787,ZTF18absltox,E,Periodic
5788,ZTF18absqged,E,Periodic
5789,ZTF18absqons,RRL,Periodic
5790,ZTF18absvbiu,RRL,Periodic
5791,ZTF18abtclue,QSO,Stochastic
5792,ZTF18abtjmbt,LPV,Periodic
5793,ZTF18abtpibu,RRL,Periodic
5794,ZTF18abtqejc,LPV,Periodic
5795,ZTF18abtzgka,RRL,Periodic
5796,ZTF18abudsfl,RRL,Periodic
5797,ZTF18abudtka,RRL,Periodic
5798,ZTF18abuktqa,LPV,Periodic
5799,ZTF18abukwtm,LPV,Periodic
5800,ZTF18abumerq,CEP,Periodic
5801,ZTF18abuszdl,RRL,Periodic
5802,ZTF18abuwowo,RRL,Periodic
5803,ZTF18abuyhim,E,Periodic
5804,ZTF18abvbcaa,E,Periodic
5805,ZTF18abvbgki,RRL,Periodic
5806,ZTF18abvccwk,RRL,Periodic
5807,ZTF18abvfpzo,RRL,Periodic
5808,ZTF18abvkccm,RRL,Periodic
5809,ZTF18abvlmbv,E,Periodic
5810,ZTF18abvphkm,RRL,Periodic
5811,ZTF18abvvwti,RRL,Periodic
5812,ZTF18abvwqup,E,Periodic
5813,ZTF18abwnedo,RRL,Periodic
5814,ZTF18abwpdxu,RRL,Periodic
5815,ZTF18abxhyxg,E,Periodic
5816,ZTF18abycsgo,AGN,Stochastic
5817,ZTF18abzrsir,E,Periodic
5818,ZTF18acahjxt,LPV,Periodic
5819,ZTF18acajzbp,QSO,Stochastic
5820,ZTF18acaxzzi,RRL,Periodic
5821,ZTF18acbdbhx,CV/Nova,Stochastic
5822,ZTF18acbvqwx,E,Periodic
5823,ZTF18acbzoxx,QSO,Stochastic
5824,ZTF18acbzvam,QSO,Stochastic
5825,ZTF18acbzveh,QSO,Stochastic
5826,ZTF18acckzre,QSO,Stochastic
5827,ZTF18accvgzm,QSO,Stochastic
5828,ZTF18acdyfss,Blazar,Stochastic
5829,ZTF18aceboaw,E,Periodic
5830,ZTF18acegsvc,QSO,Stochastic
5831,ZTF18acezblb,QSO,Stochastic
5832,ZTF18acgqxvf,E,Periodic
5833,ZTF18acgqzgg,YSO,Stochastic
5834,ZTF18achemjv,LPV,Periodic
5835,ZTF18acidunw,QSO,Stochastic
5836,ZTF18acjrzmu,AGN,Stochastic
5837,ZTF18acjxkch,E,Periodic
5838,ZTF18acknvvj,LPV,Periodic
5839,ZTF18acmtrcw,YSO,Stochastic
5840,ZTF18acnadnf,E,Periodic
5841,ZTF18acnaexz,E,Periodic
5842,ZTF18acnaigh,RRL,Periodic
5843,ZTF18acpdwnf,Blazar,Stochastic
5844,ZTF18acpdzpb,E,Periodic
5845,ZTF18acpwohe,E,Periodic
5846,ZTF18acqqvyy,QSO,Stochastic
5847,ZTF18acrcoso,E,Periodic
5848,ZTF18acrfwxh,E,Periodic
5849,ZTF18acrukyx,E,Periodic
5850,ZTF18acrulyg,YSO,Stochastic
5851,ZTF18acrvagl,RRL,Periodic
5852,ZTF18acrvels,RRL,Periodic
5853,ZTF18acrvqap,LPV,Periodic
5854,ZTF18acrxowo,E,Periodic
5855,ZTF18acsjiie,E,Periodic
5856,ZTF18actaavz,YSO,Stochastic
5857,ZTF18actaaxx,E,Periodic
5858,ZTF18actbgna,E,Periodic
5859,ZTF18actxmbx,AGN,Stochastic
5860,ZTF18acueuaw,RRL,Periodic
5861,ZTF18acufpql,RRL,Periodic
5862,ZTF18acussqi,RRL,Periodic
5863,ZTF18acusvbl,E,Periodic
5864,ZTF18acuwxsm,E,Periodic
5865,ZTF18acuxrui,LPV,Periodic
5866,ZTF18acveidc,E,Periodic
5867,ZTF18acvguzw,QSO,Stochastic
5868,ZTF18acvgxoy,QSO,Stochastic
5869,ZTF18acvhula,QSO,Stochastic
5870,ZTF18acvmndj,E,Periodic
5871,ZTF18acvvyai,RRL,Periodic
5872,ZTF18acvvyhp,E,Periodic
5873,ZTF18acvwbjb,E,Periodic
5874,ZTF18acvwdxl,E,Periodic
5875,ZTF18acwtzbh,E,Periodic
5876,ZTF18acwxxxx,QSO,Stochastic
5877,ZTF18acwyfkc,QSO,Stochastic
5878,ZTF18acwyyww,RRL,Periodic
5879,ZTF18acwzgdq,E,Periodic
5880,ZTF18acxhgms,QSO,Stochastic
5881,ZTF18acxwthw,E,Periodic
5882,ZTF18acyuzel,RRL,Periodic
5883,ZTF18acyxnml,AGN,Stochastic
5884,ZTF18acyxnvz,QSO,Stochastic
5885,ZTF18aczdecg,E,Periodic
5886,ZTF18aczergg,AGN,Stochastic
5887,ZTF18aczexkl,RRL,Periodic
5888,ZTF18aczezbv,RRL,Periodic
5889,ZTF18adakzqd,E,Periodic
5890,ZTF18adalcas,RRL,Periodic
5891,ZTF18adayygu,E,Periodic
5892,ZTF18adazsvk,E,Periodic
5893,ZTF18adbidgt,E,Periodic
5894,ZTF18adbilog,RRL,Periodic
5895,ZTF18adbiolf,E,Periodic
5896,ZTF18adbyvrn,RRL,Periodic
5897,ZTF18adcavrh,E,Periodic
5898,ZTF19aaafgwy,QSO,Stochastic
5899,ZTF19aaafrjb,E,Periodic
5900,ZTF19aaakufn,E,Periodic
5901,ZTF19aaakuwb,E,Periodic
5902,ZTF19aaapgzb,RRL,Periodic
5903,ZTF19aaapjgp,QSO,Stochastic
5904,ZTF19aaaqjlu,RRL,Periodic
5905,ZTF19aaaqjqb,RRL,Periodic
5906,ZTF19aabinfx,E,Periodic
5907,ZTF19aabzggr,QSO,Stochastic
5908,ZTF19aabzuge,RRL,Periodic
5909,ZTF19aacgxrm,E,Periodic
5910,ZTF19aacilen,QSO,Stochastic
5911,ZTF19aacyzom,RRL,Periodic
5912,ZTF19aadbdsp,QSO,Stochastic
5913,ZTF19aadfuzj,QSO,Stochastic
5914,ZTF19aadospf,E,Periodic
5915,ZTF19aadunbz,RRL,Periodic
5916,ZTF19aadurbb,RRL,Periodic
5917,ZTF19aaedyxk,E,Periodic
5918,ZTF19aaeizix,QSO,Stochastic
5919,ZTF19aaeratn,RRL,Periodic
5920,ZTF19aaesgba,E,Periodic
5921,ZTF19aafnpmi,LPV,Periodic
5922,ZTF19aafomiz,RRL,Periodic
5923,ZTF19aaipsdv,QSO,Stochastic
5924,ZTF19aaksyuh,RRL,Periodic
5925,ZTF19aaksyvk,RRL,Periodic
5926,ZTF19aalcceo,QSO,Stochastic
5927,ZTF19aalcdhl,QSO,Stochastic
5928,ZTF19aamhnyg,QSO,Stochastic
5929,ZTF19aamkhws,RRL,Periodic
5930,ZTF19aamurfh,QSO,Stochastic
5931,ZTF19aamvajp,AGN,Stochastic
5932,ZTF19aamvopr,QSO,Stochastic
5933,ZTF19aamxrmg,RRL,Periodic
5934,ZTF19aangrxg,QSO,Stochastic
5935,ZTF19aanjugb,QSO,Stochastic
5936,ZTF19aannvlc,QSO,Stochastic
5937,ZTF19aannwfm,QSO,Stochastic
5938,ZTF19aannxsk,E,Periodic
5939,ZTF19aanojdi,E,Periodic
5940,ZTF19aanwcum,E,Periodic
5941,ZTF19aapdgmc,QSO,Stochastic
5942,ZTF19aapxpio,RRL,Periodic
5943,ZTF19aaqankw,LPV,Periodic
5944,ZTF19aaqelak,QSO,Stochastic
5945,ZTF19aardoph,E,Periodic
5946,ZTF19aarfabd,QSO,Stochastic
5947,ZTF19aargvak,LPV,Periodic
5948,ZTF19aargvfg,LPV,Periodic
5949,ZTF19aarsyaj,QSO,Stochastic
5950,ZTF19aascajb,QSO,Stochastic
5951,ZTF19aascokd,QSO,Stochastic
5952,ZTF19aasemub,QSO,Stochastic
5953,ZTF19aasezkj,QSO,Stochastic
5954,ZTF19aasfwbh,QSO,Stochastic
5955,ZTF19aasfxzy,QSO,Stochastic
5956,ZTF19aaskmjz,AGN,Stochastic
5957,ZTF19aasktmm,RRL,Periodic
5958,ZTF19aateuds,E,Periodic
5959,ZTF19aatghjx,Blazar,Stochastic
5960,ZTF19aatvkql,QSO,Stochastic
5961,ZTF19aatvuhf,QSO,Stochastic
5962,ZTF19aaughge,QSO,Stochastic
5963,ZTF19aauhkzv,QSO,Stochastic
5964,ZTF19aawlonq,RRL,Periodic
5965,ZTF19aawoncf,AGN,Stochastic
5966,ZTF19aawvjuu,QSO,Stochastic
5967,ZTF19aaxjwed,AGN,Stochastic
5968,ZTF19aaxkhfr,RRL,Periodic
5969,ZTF19aaxlgoi,E,Periodic
5970,ZTF19aaxliaj,RRL,Periodic
5971,ZTF19aaxrnke,RRL,Periodic
5972,ZTF19aaxrqsf,RRL,Periodic
5973,ZTF19aayeqys,RRL,Periodic
5974,ZTF19aayhqxq,RRL,Periodic
5975,ZTF19aaysjce,RRL,Periodic
5976,ZTF19aazhnmx,RRL,Periodic
5977,ZTF19abapobh,RRL,Periodic
5978,ZTF19abcuoxe,QSO,Stochastic
5979,ZTF19abcusgf,QSO,Stochastic
5980,ZTF19abddmci,E,Periodic
5981,ZTF19abdrvyv,QSO,Stochastic
5982,ZTF19abebtua,E,Periodic
5983,ZTF19abeievz,QSO,Stochastic
5984,ZTF19abffndc,QSO,Stochastic
5985,ZTF19abfquaw,QSO,Stochastic
5986,ZTF19abfvkcf,QSO,Stochastic
5987,ZTF19abgfdws,QSO,Stochastic
5988,ZTF19abguera,Blazar,Stochastic
5989,ZTF19abiwezb,E,Periodic
5990,ZTF19ablmsrp,QSO,Stochastic
5991,ZTF19abndqeh,QSO,Stochastic
5992,ZTF19abpscdg,E,Periodic
5993,ZTF19acbkspw,QSO,Stochastic
5994,ZTF19acduqvr,SNIa,Transient
5995,ZTF19acjulaa,QSO,Stochastic
5996,ZTF19acmbfxa,QSO,Stochastic
5997,ZTF19acubsyz,E,Periodic
5998,ZTF19adccfza,QSO,Stochastic
5999,ZTF19adcedtz,QSO,Stochastic
6000,ZTF19adcfsqf,QSO,Stochastic
6001,ZTF20aacygax,QSO,Stochastic
6002,ZTF20aadbkmy,QSO,Stochastic
6003,ZTF20aadciev,QSO,Stochastic
6004,ZTF20aadcpwg,QSO,Stochastic
6005,ZTF20aafgbrf,SNIa,Transient
6006,ZTF20aagxzwr,QSO,Stochastic
6007,ZTF20aajcdon,QSO,Stochastic
6008,ZTF20aajniay,QSO,Stochastic
6009,ZTF20aakciwl,QSO,Stochastic
6010,ZTF20aakdfiy,QSO,Stochastic
6011,ZTF20aamtiav,QSO,Stochastic
6012,ZTF20aaraadw,QSO,Stochastic
6013,ZTF20aauvdne,QSO,Stochastic
6014,ZTF20aavyzct,QSO,Stochastic
6015,ZTF20aawgkwx,QSO,Stochastic
6016,ZTF20aaxghdn,QSO,Stochastic
6017,ZTF20aaxmlky,QSO,Stochastic
6018,ZTF20aazplww,QSO,Stochastic
6019,ZTF20aaztntu,QSO,Stochastic
6020,ZTF17aaabgha,Periodic-Other,Periodic
6021,ZTF17aaacaom,RRL,Periodic
6022,ZTF17aaadjun,YSO,Stochastic
6023,ZTF17aaaebpe,LPV,Periodic
6024,ZTF17aaaehtj,RRL,Periodic
6025,ZTF17aaaemxv,E,Periodic
6026,ZTF17aaahdnb,E,Periodic
6027,ZTF17aaailzk,DSCT,Periodic
6028,ZTF17aaaizfv,RRL,Periodic
6029,ZTF17aaajbez,LPV,Periodic
6030,ZTF17aaajcqn,E,Periodic
6031,ZTF17aaajhob,RRL,Periodic
6032,ZTF17aaajihh,E,Periodic
6033,ZTF17aaajthi,E,Periodic
6034,ZTF17aaboubf,RRL,Periodic
6035,ZTF17aaboxqx,RRL,Periodic
6036,ZTF17aabqmuf,RRL,Periodic
6037,ZTF17aabtgxq,RRL,Periodic
6038,ZTF17aabtgyo,RRL,Periodic
